postal_code,municipality_code,NUTS3
4794,41411,AT311
7562,10502,AT113
2722,32334,AT122
8152,61628,AT225
1140,31952,AT130
2451,30701,AT127
8353,62332,AT224
8044,60654,AT221
4720,40812,AT311
3971,30932,AT124
6941,80223,AT341
9343,20531,AT213
8330,62311,AT224
3204,31918,AT123
5731,50605,AT322
5741,50601,AT322
6858,80205,AT342
4204,41610,AT313
6677,70837,AT331
8151,60639,AT221
3125,31948,AT123
8092,62343,AT224
2473,30719,AT112
3704,31019,AT125
4903,41714,AT315
6136,70921,AT335
4800,41731,AT315
9601,20713,AT211
4724,40804,AT311
6571,70627,AT334
7311,10813,AT111
4830,40709,AT315
9064,20502,AT211
2141,31649,AT125
2423,10704,AT112
2752,30401,AT122
8912,61253,AT222
8920,61258,AT222
3282,32012,AT121
3376,31540,AT121
3421,32144,AT126
3482,32106,AT126
3654,31535,AT121
6290,70927,AT335
7554,10425,AT113
3861,30904,AT124
8301,60617,AT221
8293,62276,AT113
2842,31840,AT122
8091,62330,AT224
8564,61611,AT225
2282,30822,AT126
8010,60623,AT221
2403,30722,AT127
8113,60647,AT221
4171,41334,AT313
4491,41015,AT312
2821,32333,AT122
2870,31803,AT122
8312,62232,AT224
9634,20306,AT212
9942,70721,AT333
9612,20719,AT211
4085,41428,AT311
4871,41716,AT315
9833,20631,AT212
9811,20616,AT212
3033,30616,AT123
3923,32530,AT124
3863,30929,AT124
6900,80229,AT342
4161,41342,AT313
3353,30507,AT121
8461,61050,AT225
8931,61258,AT222
3663,31525,AT121
4273,40606,AT313
2544,30608,AT127
2640,31821,AT122
2162,31608,AT125
3384,31922,AT123
6551,70618,AT334
3072,31917,AT123
4364,41122,AT313
3945,30920,AT124
8385,10507,AT113
8401,60670,AT221
4202,41623,AT312
4791,41415,AT311
2761,32332,AT122
8054,60665,AT221
8541,60351,AT225
3852,32210,AT124
3830,32221,AT124
9951,70702,AT333
4873,41729,AT315
3430,32134,AT126
4870,41723,AT315
8272,62264,AT224
7033,10322,AT112
3281,32006,AT121
9232,20721,AT211
3730,31130,AT124
3592,31119,AT124
3222,31411,AT122
7021,10601,AT112
2842,31807,AT122
8333,62386,AT224
8812,61439,AT226
3300,30503,AT121
4152,41311,AT313
8733,62045,AT226
3311,30544,AT121
4175,41612,AT312
4840,41724,AT315
3032,31921,AT123
2153,31650,AT125
9653,20321,AT212
9411,20923,AT213
9162,20405,AT211
9441,20923,AT213
3241,31515,AT121
2831,31832,AT122
4133,41322,AT313
7512,10908,AT113
6276,70932,AT335
3361,30517,AT121
3195,31411,AT122
7553,10401,AT113
8504,60324,AT225
2073,31052,AT125
5273,40440,AT311
4776,41404,AT311
9611,20719,AT211
4311,40620,AT313
5724,50621,AT322
7451,10828,AT111
8563,60348,AT225
4421,41502,AT314
2223,31612,AT126
6069,70311,AT332
2192,31633,AT125
4184,41346,AT313
4453,41517,AT314
8254,62262,AT224
4114,41332,AT313
4871,41709,AT315
3332,30507,AT121
3752,31124,AT124
3662,31525,AT121
2095,32216,AT124
3710,31019,AT125
3053,31904,AT123
9822,20618,AT212
8301,60661,AT221
2184,30826,AT125
2164,31653,AT125
2154,31611,AT125
6888,80234,AT341
3754,31110,AT124
2491,10316,AT112
2294,30814,AT126
9844,20610,AT212
2823,32306,AT122
6645,70834,AT331
6644,70809,AT331
4821,40703,AT315
4154,41317,AT313
5342,50336,AT323
6782,80123,AT341
2443,10320,AT112
7542,10404,AT113
9753,20613,AT212
8083,62389,AT224
9360,61439,AT213
3633,32523,AT124
3294,32001,AT121
3021,31953,AT126
8224,62270,AT224
8934,41522,AT222
6314,70406,AT335
3262,32015,AT121
6600,70822,AT331
8530,60349,AT225
6295,70920,AT335
5360,50330,AT315
4920,41229,AT311
8605,62128,AT223
4825,40706,AT315
2471,30719,AT127
2880,31820,AT122
8045,60654,AT221
8954,61261,AT222
2023,31028,AT125
4681,40823,AT311
2041,31051,AT125
2116,31636,AT125
3681,31511,AT121
4731,40831,AT312
4324,41117,AT313
3122,31303,AT121
9150,20805,AT213
8191,61757,AT224
4155,41320,AT313
6215,70929,AT335
2003,31234,AT126
2125,31622,AT126
8341,62384,AT224
3485,31308,AT124
8081,62385,AT224
4973,41203,AT311
9072,20416,AT211
3283,32011,AT121
7543,10408,AT113
2640,31825,AT122
8580,61621,AT225
3932,30921,AT124
7551,10424,AT113
7531,10907,AT113
8302,60661,AT221
2722,32336,AT122
3873,30903,AT124
4075,40504,AT312
3925,32502,AT124
2141,31644,AT125
8763,62044,AT226
3800,32505,AT124
3552,31356,AT124
2755,32332,AT122
9543,20703,AT211
9155,20810,AT213
3730,31103,AT124
9376,20511,AT213
2671,31821,AT122
3441,32131,AT126
3071,31917,AT123
9321,20523,AT213
8785,62010,AT226
9555,21003,AT212
8036,60101,AT221
3874,30915,AT124
5574,50501,AT321
4171,41307,AT313
3665,32503,AT124
3013,31951,AT126
7535,10427,AT113
8443,61030,AT225
3374,31549,AT121
2603,32320,AT122
4860,41743,AT315
5071,50101,AT323
4725,41417,AT311
8792,61108,AT223
9143,20807,AT213
2832,31832,AT122
4382,41125,AT313
7371,10826,AT111
4131,41314,AT313
7371,10802,AT111
9632,20306,AT212
3325,30512,AT121
4941,41225,AT311
3212,31939,AT123
9472,20909,AT213
4854,50330,AT323
9422,20913,AT213
4144,41327,AT313
4784,41410,AT311
6700,80114,AT341
2042,31014,AT125
8924,61251,AT222
3471,32109,AT126
7400,10923,AT113
2232,30846,AT126
3552,31347,AT124
6525,70601,AT334
5325,50328,AT323
3972,30932,AT124
9831,20607,AT212
6280,70913,AT335
8503,60318,AT225
6277,70941,AT335
9952,70725,AT333
3211,31920,AT123
9470,20914,AT213
9201,20101,AT211
7546,10428,AT113
4230,40620,AT313
6623,70823,AT331
7423,62233,AT113
9431,20913,AT213
2443,30633,AT112
3072,31903,AT123
6653,70801,AT331
4823,40709,AT315
2304,30813,AT126
4020,41012,AT312
8504,60350,AT225
8843,61425,AT226
8484,62390,AT224
8580,61618,AT225
3421,32408,AT126
5585,50513,AT321
6822,80402,AT342
8172,61756,AT224
8842,61425,AT226
3163,31406,AT122
5163,40429,AT323
6822,80419,AT342
9586,20201,AT211
2812,32312,AT122
2113,31205,AT126
4841,41744,AT315
2053,31018,AT125
3622,31330,AT124
2661,31836,AT122
3521,31311,AT124
3524,32522,AT124
2870,31830,AT122
9345,20506,AT213
2163,31658,AT125
3903,32504,AT124
8313,62386,AT224
3483,32107,AT126
4690,41733,AT315
4272,40625,AT313
4714,40814,AT311
8302,60668,AT221
2064,31629,AT125
6200,70928,AT335
6473,70604,AT334
2572,30602,AT122
8570,61626,AT225
3834,32214,AT124
4382,41121,AT313
4292,40609,AT313
8230,62226,AT224
9932,70710,AT333
3205,31945,AT123
8160,61765,AT224
4532,40907,AT314
8441,61019,AT225
7344,10822,AT111
7342,10806,AT111
8072,61052,AT221
5662,50622,AT322
3573,31121,AT124
8765,62044,AT226
4172,41331,AT313
3521,31350,AT124
3462,32115,AT126
7463,10926,AT113
8854,61437,AT226
3665,32511,AT124
4792,41413,AT311
3970,30932,AT124
6154,70362,AT332
8554,60345,AT225
9322,20519,AT213
2870,31809,AT122
4784,41429,AT311
8261,61762,AT224
8611,62148,AT223
2493,32305,AT122
2393,31712,AT127
4183,41345,AT313
2091,31113,AT124
5592,50511,AT321
3632,32528,AT124
8454,61054,AT225
2042,31051,AT125
4841,41724,AT315
6591,70607,AT334
8504,60660,AT225
8982,61267,AT222
4612,41804,AT312
5450,50416,AT322
8772,61116,AT223
9913,70701,AT333
2163,31653,AT125
2033,31028,AT125
8443,61032,AT225
8274,62205,AT224
2003,31215,AT126
8222,62266,AT224
9903,70720,AT333
9602,20713,AT211
8453,61032,AT225
3711,31053,AT125
3595,31102,AT124
2441,30737,AT127
4751,41405,AT311
3702,31224,AT126
8503,60350,AT225
2081,31016,AT125
8863,61445,AT226
3730,31120,AT124
6178,70361,AT332
4817,40716,AT315
4871,41747,AT315
4481,41110,AT312
3371,32018,AT121
3371,32017,AT121
4442,41514,AT314
2533,30616,AT127
8131,60663,AT223
8672,61744,AT224
6020,70331,AT332
8301,60666,AT221
9451,20911,AT213
4281,41115,AT313
4773,41406,AT311
3454,31912,AT126
3382,31507,AT121
6850,80236,AT342
2083,31016,AT125
9421,20923,AT213
3942,30917,AT124
3961,30909,AT124
8114,60664,AT221
8584,61629,AT225
3264,32010,AT121
8172,61757,AT224
8062,60654,AT221
5573,50514,AT321
3844,32222,AT124
2731,31845,AT122
5133,40409,AT311
8224,62266,AT224
8302,60628,AT221
6292,70927,AT335
9853,20619,AT212
4810,40714,AT315
5583,50505,AT321
2161,31644,AT125
9375,20509,AT213
9360,20519,AT213
3001,32134,AT126
8503,60326,AT225
4153,41313,AT313
3221,32007,AT121
3355,30510,AT121
2853,32315,AT122
7521,10426,AT113
4743,41222,AT311
2070,31038,AT125
9701,20635,AT212
8152,60665,AT225
9161,20414,AT211
8822,61410,AT226
4800,41728,AT315
8163,60645,AT224
8221,62266,AT224
8383,10509,AT113
5500,50416,AT322
3811,32505,AT124
8573,61630,AT225
2802,32325,AT122
3071,31934,AT123
4352,41113,AT313
2082,31016,AT125
9362,20518,AT213
8484,62326,AT224
8624,62138,AT223
2042,31009,AT125
3910,32509,AT124
8612,62148,AT223
2031,31022,AT125
8756,62026,AT226
9064,20817,AT211
6544,70625,AT334
3553,31322,AT124
3370,31527,AT121
4132,41322,AT313
3631,32514,AT124
2700,32301,AT122
4141,41328,AT313
3621,31338,AT124
6621,70802,AT331
7031,10619,AT112
8075,60628,AT221
8974,50417,AT222
3830,32217,AT124
3341,32004,AT121
5524,50201,AT323
4190,41628,AT313
6290,70903,AT335
3512,31303,AT124
4550,41009,AT314
8403,61027,AT225
3472,31021,AT125
8974,61265,AT222
6433,70202,AT334
8455,60345,AT225
4392,31506,AT121
6671,70806,AT331
8253,62262,AT224
4310,41109,AT313
6462,70206,AT334
2733,31849,AT122
8253,62279,AT224
8252,62279,AT224
8251,62245,AT224
4873,41716,AT315
6647,70825,AT331
4074,40506,AT312
2293,30830,AT126
8452,61032,AT225
8593,61632,AT225
4722,40828,AT311
3763,31111,AT124
8570,61611,AT225
9800,20634,AT212
9961,70709,AT333
3544,31321,AT124
8323,60666,AT221
8292,10418,AT224
6200,70930,AT335
5251,40402,AT311
8521,61030,AT225
8654,61708,AT224
4351,41103,AT313
9904,70731,AT333
9832,20636,AT212
9931,70706,AT333
4264,40602,AT313
5261,40405,AT311
8045,60646,AT221
8564,61633,AT225
8062,60661,AT221
9061,20415,AT211
3684,31541,AT121
3924,32508,AT124
9912,70704,AT333
7545,10410,AT113
8984,61255,AT222
4631,41804,AT312
2873,31809,AT122
8052,60665,AT221
3701,31228,AT126
3711,31021,AT125
7540,10422,AT113
2434,30716,AT127
2870,62247,AT122
9063,20527,AT211
4184,41628,AT313
2135,31644,AT125
3241,32006,AT121
8255,62242,AT224
8061,61761,AT221
4812,40701,AT315
8280,62273,AT224
2063,31616,AT125
5114,50313,AT323
6353,70414,AT335
4582,40901,AT314
8143,60670,AT221
2023,31051,AT125
4621,40907,AT312
8082,62382,AT224
2471,10717,AT127
5145,40405,AT311
4063,41021,AT312
9753,20637,AT212
8772,61106,AT223
4162,41342,AT313
3970,30939,AT124
4656,40711,AT315
2833,31832,AT122
3911,32521,AT124
2022,31051,AT125
7564,10508,AT113
8572,61631,AT225
3842,32217,AT124
8083,62330,AT224
4470,41011,AT312
8183,61710,AT224
6723,80102,AT341
3531,32529,AT124
8572,61630,AT225
4926,41227,AT311
2133,31629,AT125
8504,60341,AT225
7341,10807,AT111
8967,61254,AT222
2723,32311,AT122
2733,31834,AT122
8636,62135,AT223
7100,10722,AT112
4922,41227,AT311
4170,41333,AT313
8265,62266,AT224
9655,20321,AT212
2231,31605,AT126
8451,61050,AT225
4932,40402,AT311
2663,32324,AT122
4183,41628,AT313
4170,41319,AT313
9781,20611,AT212
4372,32519,AT313
5061,50101,AT323
2881,31841,AT122
4131,41322,AT313
4121,41305,AT313
8312,62386,AT224
9943,70733,AT333
8143,60326,AT221
2105,31215,AT126
5081,50101,AT323
4085,41329,AT311
9571,20503,AT212
4871,41723,AT315
2552,30608,AT122
2853,32302,AT122
2722,32311,AT122
8183,61756,AT224
4282,40613,AT313
8046,60613,AT221
3443,31951,AT126
4111,41609,AT312
8385,10512,AT113
5310,50330,AT315
8250,62277,AT224
2630,31806,AT122
4160,41342,AT313
4144,41329,AT313
9761,20603,AT212
3553,31319,AT124
3344,30526,AT121
9312,20520,AT213
8544,61024,AT225
8923,61258,AT222
4732,40821,AT311
8900,61222,AT222
8622,62147,AT223
4193,40623,AT313
3340,30533,AT121
7522,10403,AT113
2500,30601,AT127
3335,41505,AT314
2872,62233,AT122
8673,61708,AT224
3573,31106,AT124
6091,70332,AT332
5242,40420,AT311
2571,30645,AT122
8114,60632,AT221
8850,20518,AT226
3973,32516,AT124
2733,31826,AT122
3214,32007,AT121
8862,61442,AT226
5270,40413,AT311
4680,41206,AT311
8272,62270,AT224
8850,61442,AT226
3932,32525,AT124
8511,60350,AT225
8262,62232,AT224
8212,61740,AT224
8251,62279,AT224
2673,31805,AT122
4952,40424,AT311
2565,30601,AT122
3642,31303,AT121
4810,40701,AT315
3331,30507,AT121
8112,60641,AT221
6365,70414,AT335
4154,41324,AT313
8754,62043,AT226
2092,31016,AT125
3925,32519,AT124
5131,40411,AT311
8144,60665,AT221
8162,61758,AT224
5134,40412,AT311
9652,20321,AT212
3931,32530,AT124
9551,20724,AT212
2663,31406,AT122
8671,62115,AT223
7423,10929,AT113
8063,60623,AT221
8144,60669,AT221
3400,32408,AT126
9020,20442,AT211
8294,62205,AT224
8561,60665,AT225
4773,41419,AT311
3900,32504,AT124
5121,40437,AT311
8114,60613,AT221
2641,31805,AT122
8642,62140,AT223
8044,60623,AT221
4943,41210,AT311
8184,61757,AT224
3160,31412,AT122
7461,10926,AT113
4100,41609,AT312
5651,50622,AT322
9651,20307,AT212
3742,31124,AT124
3032,31951,AT123
9587,20201,AT211
8682,62116,AT223
9800,20602,AT212
3104,31934,AT123
8740,62048,AT226
3350,30531,AT121
9341,20520,AT213
4581,40901,AT314
4596,41517,AT314
4284,41101,AT313
3622,32515,AT124
8694,31411,AT223
2601,32304,AT122
4973,41216,AT311
8093,62343,AT224
3650,31535,AT121
9112,20913,AT213
5082,50101,AT323
8341,62380,AT224
4800,41707,AT315
9210,20415,AT211
2723,32336,AT122
2812,32317,AT122
3914,32522,AT124
7420,10929,AT113
5280,40427,AT311
2202,31206,AT126
8552,60351,AT225
4294,40617,AT313
8081,60668,AT224
4132,41328,AT313
9560,21003,AT212
4792,41420,AT311
5302,50310,AT323
3824,32216,AT124
9441,20901,AT213
9631,20306,AT212
8940,61222,AT222
8200,61762,AT224
5602,50418,AT322
9710,20726,AT211
5212,41726,AT311
2011,31215,AT126
8190,61750,AT224
9170,20441,AT211
4523,41506,AT314
7540,10420,AT113
4902,41717,AT315
8241,62277,AT224
3653,31535,AT121
8411,61033,AT225
8572,61625,AT225
8844,61441,AT226
3214,32011,AT121
8624,62135,AT223
2113,31203,AT126
8122,60659,AT221
9073,20419,AT211
9433,20923,AT213
3251,32017,AT121
4841,41743,AT315
9816,20644,AT212
3814,32212,AT124
3843,32217,AT124
4720,40820,AT311
9113,20817,AT213
8504,61033,AT225
3962,30909,AT124
4162,41326,AT313
9300,20520,AT213
5162,50325,AT323
4132,41311,AT313
8352,62378,AT224
4083,40824,AT312
3163,31412,AT122
3911,32530,AT124
2003,31230,AT126
4052,40101,AT312
8694,62144,AT223
9371,20504,AT213
2094,32216,AT124
9954,70727,AT333
4816,40711,AT315
5282,40405,AT311
9552,21005,AT212
8311,62271,AT224
2112,31627,AT126
8113,60664,AT221
8750,62048,AT226
8182,61764,AT224
3642,31507,AT121
8511,60318,AT225
8211,61759,AT224
6653,70808,AT331
3470,32109,AT126
9220,20727,AT211
2640,31801,AT122
3713,31026,AT124
7035,10322,AT112
4812,41731,AT315
8160,61763,AT224
7161,10702,AT112
4152,41306,AT313
6215,70907,AT335
8522,60350,AT225
3914,32529,AT124
9560,20421,AT212
7512,10931,AT113
4893,41719,AT315
8544,60347,AT225
4572,40906,AT314
9322,20501,AT213
3443,31902,AT126
8542,60347,AT225
2812,32314,AT122
8362,62269,AT224
8152,61633,AT225
9560,21005,AT212
7540,10410,AT113
3374,31517,AT121
2880,31809,AT122
4442,30530,AT314
8674,61743,AT224
2851,32317,AT122
9373,20512,AT213
3233,31504,AT121
8333,62378,AT224
4664,40708,AT315
3572,31319,AT124
8644,62128,AT223
2632,31839,AT122
3243,31515,AT121
8441,61030,AT225
8113,60665,AT221
8082,62389,AT224
8551,60323,AT225
4230,40603,AT313
8342,62384,AT224
4575,40921,AT314
3752,31107,AT124
3664,32514,AT124
3012,31951,AT126
8355,62335,AT224
8252,62278,AT224
4211,40612,AT312
8181,61701,AT224
3004,31949,AT126
4732,40508,AT311
4360,41108,AT313
1210,31214,AT130
2081,31129,AT125
4754,41233,AT311
9314,20512,AT213
3633,32519,AT124
8294,62244,AT224
3971,30913,AT124
9112,20802,AT213
6650,70812,AT331
6073,70302,AT332
3730,31114,AT124
8740,62047,AT226
8083,62380,AT224
3873,30925,AT124
4715,40825,AT311
4690,41728,AT315
8410,61001,AT225
3385,30201,AT123
8350,62332,AT224
8614,62125,AT223
3701,31019,AT126
8282,10504,AT224
8412,61052,AT225
8734,62048,AT226
4522,41515,AT314
4680,40833,AT311
3665,32517,AT124
3243,31537,AT121
8934,61264,AT222
3652,31516,AT121
4974,41212,AT311
6176,70320,AT332
2851,31840,AT122
4521,41020,AT314
8673,61750,AT224
3652,31553,AT121
8274,62220,AT224
8102,61763,AT221
3281,32017,AT121
8234,62278,AT224
5620,50410,AT322
2630,31842,AT122
4531,41516,AT312
8652,62128,AT223
8355,62387,AT224
4323,41126,AT313
3920,32502,AT124
3752,31129,AT124
4762,41408,AT311
8443,60347,AT225
6767,70831,AT331
3541,31350,AT124
2100,31201,AT126
8264,62264,AT224
8510,60348,AT225
9181,20416,AT211
5282,40427,AT311
8181,61766,AT224
4460,41508,AT314
8225,62268,AT224
8222,62256,AT224
4732,40510,AT311
8411,60660,AT225
8265,62270,AT224
3443,31953,AT126
2351,31702,AT127
8442,61030,AT225
4115,41314,AT313
6182,70221,AT332
9711,20723,AT211
8311,62314,AT224
3620,31326,AT124
8452,61054,AT225
8670,62116,AT223
8734,62041,AT226
3844,32203,AT124
8564,61625,AT225
4320,41126,AT313
4150,41338,AT313
3435,32119,AT126
2632,31801,AT122
4850,41744,AT315
3034,31926,AT123
9811,20643,AT212
9701,20723,AT212
4741,40823,AT311
8504,61017,AT225
4892,41723,AT315
4777,41412,AT311
8960,61261,AT222
4293,40619,AT313
8583,61632,AT225
8753,62043,AT226
9131,20806,AT211
4731,40512,AT312
8345,62380,AT224
4631,40832,AT312
9300,20515,AT213
1170,91701,AT130
9413,20923,AT213
3751,31114,AT124
5083,50205,AT323
8262,61759,AT224
8454,61032,AT225
4574,40903,AT314
3021,31954,AT126
4730,40508,AT311
2812,10812,AT122
9201,20421,AT211
3921,32508,AT124
2353,31709,AT127
8324,62389,AT224
8762,62043,AT226
4112,41609,AT312
2822,32325,AT122
9111,20802,AT213
9400,20905,AT213
1230,92301,AT130
4725,41407,AT311
8463,61013,AT225
2533,30601,AT127
9556,20527,AT213
8151,60648,AT221
4322,41122,AT313
1120,91201,AT130
1190,32144,AT130
8313,62378,AT224
1210,92101,AT130
2100,31214,AT126
4193,40605,AT313
8591,61631,AT225
9563,21005,AT212
8592,62039,AT225
4672,41815,AT312
4120,41316,AT313
5424,50207,AT323
8350,10509,AT224
8580,61627,AT225
4170,41344,AT313
8564,61612,AT225
5251,40436,AT311
8662,62115,AT223
3842,32206,AT124
9800,20616,AT212
3485,31310,AT124
8200,61748,AT224
4950,40446,AT311
9201,20424,AT211
3593,31119,AT124
4752,41212,AT311
3922,30910,AT124
4184,41331,AT313
4693,41732,AT315
4962,40438,AT311
4222,41605,AT313
3363,30541,AT121
3902,32221,AT124
5400,50208,AT323
2724,31849,AT122
5120,40428,AT311
4632,40827,AT312
8343,62380,AT224
6460,70207,AT334
8674,62242,AT224
4810,40708,AT315
3851,32203,AT124
8122,60663,AT221
2381,31954,AT127
5142,40407,AT311
8820,61410,AT226
4323,41108,AT313
9173,20441,AT211
1220,92201,AT130
3270,32011,AT121
3333,30507,AT121
4114,41314,AT313
3751,31109,AT124
4180,41619,AT313
8344,62332,AT224
8553,60351,AT225
4113,41606,AT313
9062,21002,AT211
5505,50424,AT322
4540,40907,AT314
4625,41815,AT312
7431,10916,AT113
4971,41201,AT311
3264,32001,AT121
8542,60351,AT225
6654,70801,AT331
3872,30935,AT124
9345,21001,AT213
3920,32521,AT124
8224,62256,AT224
8233,62268,AT224
4692,40806,AT315
9531,20719,AT211
9451,61629,AT213
4091,41420,AT311
8524,60350,AT225
8503,60660,AT225
4780,41418,AT311
3372,30512,AT121
4971,41214,AT311
3464,31228,AT126
8010,60661,AT221
8523,60344,AT225
4202,41604,AT312
2813,32325,AT122
8113,61624,AT221
4133,41312,AT313
8551,60345,AT225
7540,10423,AT113
9173,20806,AT211
1080,90801,AT130
4971,41233,AT311
2833,32312,AT122
9623,20719,AT212
4443,41507,AT314
8384,10507,AT113
3925,40611,AT124
8720,62007,AT226
4175,41337,AT312
4793,41411,AT311
8044,60661,AT221
2564,30602,AT122
3034,31902,AT123
4352,41108,AT313
5441,50212,AT323
3204,31920,AT123
9556,21008,AT213
8541,60329,AT225
2881,31814,AT122
4320,41114,AT313
2091,31129,AT124
3233,31521,AT121
4070,40506,AT312
4192,40605,AT313
2733,31839,AT122
3292,32011,AT121
8563,61611,AT225
8580,61626,AT225
5252,40415,AT311
7304,10816,AT111
8562,60348,AT225
6542,70615,AT334
6351,70526,AT335
8422,61057,AT225
8623,62147,AT223
8160,60626,AT224
8600,62146,AT223
8580,61632,AT225
8063,60626,AT221
4491,41008,AT312
3742,31035,AT124
4182,41345,AT313
8384,10509,AT113
8680,62131,AT223
5270,40424,AT311
4372,41115,AT313
9461,20901,AT213
8510,60333,AT225
3242,32011,AT121
4362,41115,AT313
6352,70414,AT335
4963,40405,AT311
8332,62379,AT224
4771,41408,AT311
2032,31204,AT125
4645,40719,AT315
4715,40830,AT311
